BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,Id
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1116,1133, ,R4,20 WEST 64TH   STREET,28D,10023,1,0,1, -  , -  ,1970,6200000,15630
1,UPPER WEST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1206,1075, ,R4,327 CENTRAL PARK WEST,4E,10025,1,0,1, -  , -  ,0,832000,17107
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5477,4, ,A9,999 ARMSTRONG AVENUE, ,10308,1,0,1,2400,1510,1970,435000,78707
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12197,32, ,A9,115-54 158TH   STREET, ,11434,1,0,1,3000,1840,1960,399000,71902
2,EAST TREMONT,03 THREE FAMILY DWELLINGS                  ,1,3068,144, ,C0,590 EAST 178 STREET, ,10457,3,0,3,1117,2685,2005,310000,20024
1,HARLEM-UPPER,07 RENTALS - WALKUP APARTMENTS             ,2A,2073,19, ,C3,519 WEST 141 STREET, ,10031,4,0,4,1599,3604,1920,1320000,6038
3,PARK SLOPE,12 CONDOS - WALKUP APARTMENTS              ,2,966,1003, ,R2,190 GARFIELD PLACE,1C,11215,1,0,1,0,0,0,1400000,44841
1,WASHINGTON HEIGHTS UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2180,614, ,D4,"720 FORT WASHINGTON AVEN, 1F", ,10040,0,0,0, -  , -  ,1939,492500,18224
1,HARLEM-CENTRAL,37 RELIGIOUS FACILITIES                    ,4,1724,49, ,M1,26 WEST 127 STREET, ,10027,0,1,1,2498,2115,1920,1000000,5601
4,SPRINGFIELD GARDENS,01 ONE FAMILY DWELLINGS                    ,1,13279,33, ,A1,144-98 167TH   STREET, ,11434,1,0,1,5250,1036,1930,210000,73621
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1448,3, ,D4,"300 EAST 74TH STREET, 14D", ,10021,0,0,0, -  , -  ,1967,455000,12517
3,FORT GREENE,04 TAX CLASS 1 CONDOS                      ,1A,2044,1202, ,R3,74 ADELPHI STREET,1B,11205,1,0,1,0,0,2015,1282995,39428
2,WILLIAMSBRIDGE,02 TWO FAMILY DWELLINGS                    ,1,4836,65, ,B9,730 EAST 223RD STREET, ,10466,2,0,2,2590,2750,1965,545000,25025
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1111,1, ,D4,"54-17 31 AVENUE, 6I", ,11377,0,0,0, -  , -  ,1935,295000,75927
3,PROSPECT HEIGHTS,04 TAX CLASS 1 CONDOS                      ,1A,1145,1203, ,R3,648 BERGEN STREET,3A,11238,1,0,1,0,0,2013,2300000,45315
3,BUSHWICK,07 RENTALS - WALKUP APARTMENTS             ,2B,3136,10, ,C7,12 BELVEDERE STREET, ,11206,8,1,9,2142,6240,1931,3000000,31864
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5909,970, ,D4,4555 HENRY HUDSON PARKWAY, ,10471,159,0,159,124925,217360,1953,30000,23077
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1138,53, ,D4,"130 WEST 67TH STREET, 17E", ,10023,0,0,0, -  , -  ,1975,710000,15315
5,MIDLAND BEACH,04 TAX CLASS 1 CONDOS                      ,1A,3674,1044, ,R3,20D MEADOW PLACE,20D,10306,1,0,1, -  , -  ,1985,257000,80042
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,4447,67, ,A5,20D FRANKLIN LANE, ,10306,1,0,1,960,576,1986,322500,78284
4,FLUSHING-NORTH,02 TWO FAMILY DWELLINGS                    ,1,5421,13, ,B2,43-43 163RD   STREET, ,11358,2,0,2,4000,2068,1925,1252000,57032
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4457,55, ,B2,453 MILFORD STREET, ,11208,2,0,2,2200,1692,1920,386000,36736
5,ARROCHAR-SHORE ACRES,13 CONDOS - ELEVATOR APARTMENTS            ,2,2832,1017, ,R4,6 NEW LANE,2D,10305,1,0,1, -  , -  ,1987,266000,76686
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2223,20, ,D4,"108-48 70TH ROAD, 2A", ,11375,0,0,0, -  , -  ,1964,300000,60692
4,WOODSIDE,03 THREE FAMILY DWELLINGS                  ,1,1296,15, ,C0,39-47 64TH   STREET, ,11377,3,0,3,2000,1856,1920,1025000,75794
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4172,2, ,B1,387 AUTUMN AVENUE, ,11208,2,0,2,2042,2000,1910,560000,36552
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,1,7074,51, ,A5,61 ASHLEY LANE, ,10309,1,0,1,1293,1900,1992,389500,84454
2,BRONXDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,4341,1, ,D4,"665 THWAITES PLACE, 5D", ,10467,0,0,0,0,0,1962,210000,19368
3,SHEEPSHEAD BAY,02 TWO FAMILY DWELLINGS                    ,1,7403,58, ,B1,2351 EAST 18TH   STREET, ,11229,2,0,2,2275,1786,1930,700000,46036
4,ELMHURST,10 COOPS - ELEVATOR APARTMENTS             ,2,1837,12, ,D4,"87-10 51ST AVENUE, 2R", ,11373,0,0,0, -  , -  ,1962,266393,55157
3,FLATBUSH-NORTH,07 RENTALS - WALKUP APARTMENTS             ,2A,4598,66, ,C3,61 EAST 95TH STREET, ,11212,4,0,4,3250,3502,1930,750000,38967
1,FLATIRON,13 CONDOS - ELEVATOR APARTMENTS            , ,851,2150, , ,45 EAST 22ND   STREET, ,0,0,0,0, -  , -  ,0,5536959,2951
4,LAURELTON,01 ONE FAMILY DWELLINGS                    ,1,12905,66, ,A1,130-56 228TH STREET, ,11413,1,0,1,3200,1608,1930,450000,65562
4,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4728,90, ,B2,16-64 155TH STREET, ,11357,2,0,2,3360,2440,1960,1080000,75130
4,FLUSHING-SOUTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6527,50, ,D4,"144-60 GRAVETT ROAD, 4A", ,11367,0,0,0, -  , -  ,1954,219000,59841
3,OCEAN PARKWAY-SOUTH,10 COOPS - ELEVATOR APARTMENTS             ,2,6682,13, ,D4,"1811 OCEAN PARKWAY, 6N", ,11223,0,0,0,0,0,1953,220000,44020
5,BULLS HEAD,01 ONE FAMILY DWELLINGS                    ,1,1670,529, ,A5,84 BIRCH ROAD, ,10303,1,0,1,1900,1440,1970,372500,76814
2,BRONXDALE,02 TWO FAMILY DWELLINGS                    ,1,4543,35, ,B3,3051 BARKER AVENUE, ,10467,2,0,2,2127,2036,1935,355000,19227
4,RIDGEWOOD,07 RENTALS - WALKUP APARTMENTS             ,2A,3404,30, ,C3,1876 HARMAN, ,11385,4,0,4,2500,2800,1930,1150000,70950
1,UPPER WEST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1125,24, ,D4,"15 WEST 72ND STREET, 14A", ,10023,0,0,0, -  , -  ,1964,985000,15253
2,KINGSBRIDGE/JEROME PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,5770,69, ,D4,"3636 GREYSTONE AVENUE, 5BC", ,10463,0,0,0,0,0,1940,435000,20723
1,HARLEM-CENTRAL,13 CONDOS - ELEVATOR APARTMENTS            ,2,1829,1064, ,R4,2094 FREDRICK DOUGLASS BL, ,10026,1,0,1, -  , -  ,2010,650000,5268
4,OZONE PARK,02 TWO FAMILY DWELLINGS                    ,1,9022,32, ,B2,95-27 86 STREET, ,11416,2,0,2,3842,1980,1915,575000,68240
3,CANARSIE,04 TAX CLASS 1 CONDOS                      ,1A,8060,1102, ,R3,1255 EAST 80TH   STREET,58,11236,1,0,1,0,0,0,315000,32769
1,UPPER WEST SIDE (96-116),13 CONDOS - ELEVATOR APARTMENTS            ,2,1889,1287, ,R4,845 WEST END AVENUE,16D,10025,1,0,1, -  , -  ,1930,2900000,17823
1,MIDTOWN EAST,10 COOPS - ELEVATOR APARTMENTS             ,2,1346,20, ,D4,"347 EAST 53RD   STREET, 8C", ,10022,0,0,0, -  , -  ,1961,755000,7876
4,FOREST HILLS,13 CONDOS - ELEVATOR APARTMENTS            , ,3258,1004, , ,109-20 QUEENS BOULEVARD, ,0,0,0,0, -  , -  ,0,543000,61025
5,NEW DORP,02 TWO FAMILY DWELLINGS                    ,1,4254,6, ,B3,473 TYSENS LANE, ,10306,2,0,2,6180,1408,1960,499900,80494
3,FORT GREENE,10 COOPS - ELEVATOR APARTMENTS             ,2,2068,1, ,D4,"130 ST. EDWARDS STREET, 12C", ,11201,0,0,0,0,0,1957,495000,39500
3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,7351,46, ,A1,1807 AVENUE V, ,11229,1,0,1,2900,1662,1925,700000,45830
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5785,268, ,D4,"3299 CAMBRIDGE AVENUE, 4B", ,10463,0,0,0,0,0,1954,121500,22946
3,CYPRESS HILLS,02 TWO FAMILY DWELLINGS                    ,1,3918,20, ,B3,82 HENDRIX STREET, ,11207,2,0,2,2300,1996,1920,590000,34875
1,MURRAY HILL,10 COOPS - ELEVATOR APARTMENTS             ,2,918,1, ,D4,"201 EAST 37TH STREET, 7A", ,10016,0,0,0, -  , -  ,1960,450000,10179
4,JAMAICA ESTATES,01 ONE FAMILY DWELLINGS                    ,1,7259,26, ,A1,80-74 188TH   STREET, ,11423,1,0,1,9233,2138,1940,1325000,64917
3,CANARSIE,09 COOPS - WALKUP APARTMENTS               ,2,8235,289, ,C6,"1031 EAST 108 STREET, AA", ,11236,0,0,0,0,0,1967,130000,32838
1,SOUTHBRIDGE,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,90,1108, ,R1,105 NASSAU STREET,8,10038,1,0,1, -  , -  ,0,2800000,11021
3,EAST NEW YORK,02 TWO FAMILY DWELLINGS                    ,1,4247,2, ,S2,1183 SUTTER AVENUE, ,11208,2,1,3,1725,2834,2007,640000,36626
5,SILVER LAKE,13 CONDOS - ELEVATOR APARTMENTS            ,2,250,1033, ,R4,215 HART BOULEVARD,4B,10301,1,0,1, -  , -  ,1931,188000,82640
3,BEDFORD STUYVESANT,02 TWO FAMILY DWELLINGS                    ,1,1797,101, ,B3,215A LEXINGTON AVENUE, ,11216,2,0,2,1667,2100,1899,1325000,26832
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1753, ,R4,131-05 40TH   ROAD,11C,11354,1,0,1, -  , -  ,2015,633333,58321
4,COLLEGE POINT,12 CONDOS - WALKUP APARTMENTS              ,2,4259,1008, ,R2,25-24 25TH   ROAD, ,11102,1,0,1, -  , -  ,1983,360000,53336
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1642,71, ,C0,705A MADISON STREET, ,11221,3,0,3,2000,2700,1899,450000,27042
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5979,4, ,S2,7917 3RD AVENUE, ,11209,2,1,3,2000,2640,1931,1650000,25903
4,FLUSHING-NORTH,15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,5039,1303, ,R1,132-52 41ST AVENUE,3,11355,1,0,1, -  , -  ,2003,579000,58756
3,FLATBUSH-CENTRAL,03 THREE FAMILY DWELLINGS                  ,1,5140,28, ,C0,1660 NOSTRAND AVENUE, ,11226,3,0,3,2000,2820,1910,850000,37413
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS                  ,4,4952,1201, ,RB,136-21 LATIMER PLACE,CF1A,11354,0,0,1, -  , -  ,2013,3296800,58870
3,PARK SLOPE,09 COOPS - WALKUP APARTMENTS               ,2C,962,47, ,C6,"135 GARFIELD PLACE, 2F", ,11215,0,0,0,0,0,1920,551000,44652
3,FLATBUSH-EAST,03 THREE FAMILY DWELLINGS                  ,1,4916,17, ,C0,182 EAST 32ND   STREET, ,11226,3,0,3,2000,2052,1899,740000,38331
1,ALPHABET CITY,13 CONDOS - ELEVATOR APARTMENTS            ,2,402,1328, ,R4,100 AVENUE A,7B,10009,1,0,1, -  , -  ,2014,4159551,160
3,FLATLANDS,01 ONE FAMILY DWELLINGS                    ,1,7796,9, ,A5,4803 AVENUE K, ,11234,1,0,1,2009,1600,1920,350000,39163
4,SOUTH OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,11635,45, ,A1,11149 131 STREET, ,11420,1,0,1,2406,1488,1925,469000,72883
4,FRESH MEADOWS,02 TWO FAMILY DWELLINGS                    ,1,7186,52, ,B1,73-63 198TH   STREET, ,11366,2,0,2,2911,1848,1955,1180000,61222
3,OCEAN PARKWAY-NORTH,03 THREE FAMILY DWELLINGS                  ,1,6530,11, ,C0,1014 EAST 10TH   STREET, ,11230,3,0,3,4500,3381,1930,1450000,43484
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1590,7, ,D4,"1 GRACIE TERRACE, 3C", ,10028,0,0,0, -  , -  ,1953,899000,14358
5,WESTERLEIGH,01 ONE FAMILY DWELLINGS                    ,1,407,35, ,A1,348 MAINE AVENUE, ,10314,1,0,1,4292,1124,1930,430000,83937
3,CLINTON HILL,27 FACTORIES                               ,4,1903,1, ,F4,197 WAVERLY AVENUE, ,11205,0,1,1,3563,3000,1958,3200000,33479
2,FIELDSTON,10 COOPS - ELEVATOR APARTMENTS             ,2,5803,985, ,D4,"4445 POST ROAD, 4J", ,10471,0,0,0,0,0,1940,265000,20132
1,FLATIRON,10 COOPS - ELEVATOR APARTMENTS             ,2,848,74, ,D0,"131 FIFTH AVENUE, 803", ,10003,0,0,0, -  , -  ,1905,3950000,2688
5,OAKWOOD,01 ONE FAMILY DWELLINGS                    ,1,4706,58, ,A1,50 CHAMPLAIN AVENUE, ,10306,1,0,1,6000,2000,1955,190000,81366
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,5066,1747, ,R4,131-05 40TH   ROAD,10R,11354,1,0,1, -  , -  ,2015,693127,58315
1,UPPER WEST SIDE (96-116),10 COOPS - ELEVATOR APARTMENTS             ,2,1888,76, ,D4,"306 WEST 100TH STREET, 36", ,10025,0,0,0, -  , -  ,1940,719500,17648
5,CASTLETON CORNERS,02 TWO FAMILY DWELLINGS                    ,1,347,134, ,B1,35 DONGAN AVENUE, ,10314,2,0,2,2352,1728,1950,300000,77198
4,JACKSON HEIGHTS,09 COOPS - WALKUP APARTMENTS               ,2C,1266,26, ,C6,"34-42 80TH STREET, 2", ,11372,0,0,0, -  , -  ,1922,756490,63933
3,SHEEPSHEAD BAY,13 CONDOS - ELEVATOR APARTMENTS            , ,7404,1518, , ,2758 OCEAN AVENUE, ,11229,0,0,0,0,0,0,580402,46585
3,BEDFORD STUYVESANT,47 CONDO NON-BUSINESS STORAGE              ,4,1715,1003, ,RS,727 BEDFORD AVENUE,S2,11205,0,0,1,0,0,0,10000,27881
1,UPPER WEST SIDE (59-79),17 CONDO COOPS                             ,2,1124,1002, ,R9,"40 WEST 72ND STREET, 15234", ,10023,0,0,0, -  , -  ,1926,4500000,16219
4,JAMAICA HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,9860,40, ,D4,"84-50 169TH STREET, 603", ,11432,0,0,0, -  , -  ,1955,229000,65124
1,MIDTOWN WEST,13 CONDOS - ELEVATOR APARTMENTS            ,2,1047,2382, ,R4,322 WEST 57TH   STREET,40K,10019,1,0,1, -  , -  ,1978,1043706,9466
3,BEDFORD STUYVESANT,13 CONDOS - ELEVATOR APARTMENTS            ,2,1967,1201, ,R4,95 LEXINGTON AVENUE,1A,11238,1,0,1,0,0,1910,775000,27587
1,UPPER WEST SIDE (79-96),09 COOPS - WALKUP APARTMENTS               ,2,1232,27, ,C6,"205 WEST 84TH   STREET, 3D", ,10024,0,0,0, -  , -  ,1910,525000,16610
4,JACKSON HEIGHTS,10 COOPS - ELEVATOR APARTMENTS             ,2,1267,12, ,D4,"34-14 81ST STREET, 2", ,11372,0,0,0, -  , -  ,1922,728000,64077
5,RICHMONDTOWN,01 ONE FAMILY DWELLINGS                    ,1,4421,65, ,A1,75 WEST CEDARVIEW AVE, ,10306,1,0,1,4299,1960,1975,689000,82077
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS                    ,1,13966,80, ,A2,157-32 87TH   STREET, ,11414,1,0,1,5000,1304,1945,620000,62971
4,ST. ALBANS,02 TWO FAMILY DWELLINGS                    ,1,11013,63, ,B1,114-35 196 STREET, ,11412,2,0,2,2500,1552,1920,390000,74398
5,SOUTH BEACH,01 ONE FAMILY DWELLINGS                    ,1,3396,22, ,A5,314B NORWAY AVENUE, ,10305,1,0,1,1350,1008,1999,411000,82781
3,BUSHWICK,14 RENTALS - 4-10 UNIT                     ,2A,3174,34, ,S9,214 KNICKERBOCKER AVENUE, ,11237,4,2,6,2500,4125,1931,2100000,31990
3,BAY RIDGE,10 COOPS - ELEVATOR APARTMENTS             ,2,5906,18, ,D4,"191 73RD STREET, 2A", ,11209,0,0,0,0,0,1932,325000,26206
2,SOUNDVIEW,07 RENTALS - WALKUP APARTMENTS             ,2A,3743,23, ,C3,1142 MANOR AVENUE, ,10472,4,0,4,2458,2747,1926,535339,23997
4,FAR ROCKAWAY,05 TAX CLASS 1 VACANT LAND                 ,1B,15758,7, ,V0,6-10 BAY 25 STREET, ,11691,0,0,0,4335, -  ,0,112007,55735
3,BUSHWICK,02 TWO FAMILY DWELLINGS                    ,1,3365,106, ,B1,647A KNICKERBOCKER AVENUE, ,11221,2,0,2,1807,2000,1950,480000,31501
4,WHITESTONE,02 TWO FAMILY DWELLINGS                    ,1,4513,35, ,B3,8-16 CLINTONVILLE STREET, ,11357,2,0,2,2500,1566,1935,830000,75055
4,FLUSHING-SOUTH,01 ONE FAMILY DWELLINGS                    ,1,6981,22, ,A5,73-21 173RD   STREET, ,11366,1,0,1,2500,1560,1950,330000,59411
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5742,120, ,D4,"3103 FAIRFIELD AVENUE, 7K", ,10463,0,0,0,0,0,1949,230000,22874
4,REGO PARK,10 COOPS - ELEVATOR APARTMENTS             ,2,2082,107, ,D4,"61-25 97TH STREET, 9D", ,11374,0,0,0, -  , -  ,1960,250000,69410
3,CROWN HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            , ,1266,1134, , ,382-390 EASTERN PARKWAY, ,0,0,0,0,0,0,0,597402,34676
5,ROSSVILLE,04 TAX CLASS 1 CONDOS                      ,1A,7038,1055, ,R3,127 GERVIL STREET, ,10309,1,0,1, -  , -  ,1983,287000,82450
4,OZONE PARK,01 ONE FAMILY DWELLINGS                    ,1,8995,120, ,A5,94-40 FORBELL STREET, ,11416,1,0,1,2000,1484,1920,192000,68044
3,GRAVESEND,10 COOPS - ELEVATOR APARTMENTS             ,2,6919,1, ,D4,"2475 WEST 16TH   STREET, 7G", ,11214,0,0,0,0,0,1963,262000,40423
4,FLUSHING-NORTH,13 CONDOS - ELEVATOR APARTMENTS            ,2,4978,1486, ,R4,39TH   AVENUE, ,11354,1,0,1, -  , -  ,2014,1290888,58003
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1493,72, ,D4,"1001 FIFTH AVENUE, 7C", ,10028,0,0,0, -  , -  ,1978,3400000,13597
1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1426,18, ,A4,249 EAST 71ST   STREET, ,10021,1,0,1,1890,2700,1899,6350000,11707
3,CLINTON HILL,02 TWO FAMILY DWELLINGS                    ,1,2010,58, ,B1,540 CLINTON AVENUE, ,11238,2,0,2,2332,4404,1899,2752000,33161
2,PELHAM PARKWAY NORTH,02 TWO FAMILY DWELLINGS                    ,1,4451,15, ,B1,2520 HONE AVENUE, ,10469,2,0,2,2500,1550,1940,340000,22509
1,GREENWICH VILLAGE-WEST,09 COOPS - WALKUP APARTMENTS               ,2,626,4, ,C6,"815 GREENWICH STREET, 3A", ,10014,0,0,0, -  , -  ,1947,150000,4283
3,BEDFORD STUYVESANT,03 THREE FAMILY DWELLINGS                  ,1,1640,73, ,C0,569 MADISON STREET, ,11221,3,0,3,2000,3600,1901,7923,27033
3,BEDFORD STUYVESANT,01 ONE FAMILY DWELLINGS                    ,1,1642,26, ,A5,710A MONROE STREET, ,11221,1,0,1,1433,1377,1899,815000,26467
2,RIVERDALE,01 ONE FAMILY DWELLINGS                    ,1,5947,21, ,A1,5454 PALISADE AVENUE, ,10471,1,0,1,12941,3036,1980,1393499,22740
4,SOUTH OZONE PARK,22 STORE BUILDINGS                         ,4,11712,41, ,K1,119-12 ROCKAWAY BOULEVARD, ,11420,0,1,1,832,1550,2005,610000,73373
1,GREENWICH VILLAGE-CENTRAL,10 COOPS - ELEVATOR APARTMENTS             ,2C,530,9, ,D0,"3 GREAT JONES STREET, 1", ,10012,0,0,0, -  , -  ,1900,2600000,3598
4,MASPETH,02 TWO FAMILY DWELLINGS                    ,1,2544,3, ,B2,53-15 46TH STREET, ,11378,2,0,2,1917,1940,1915,630000,66877
1,HARLEM-UPPER,10 COOPS - ELEVATOR APARTMENTS             ,2,2075,26, ,D4,"501 WEST 143RD STREET, 47", ,10031,0,0,0, -  , -  ,1920,390000,6086
5,WOODROW,01 ONE FAMILY DWELLINGS                    ,1,7074,11, ,A5,48 SANDYWOOD LANE, ,10309,1,0,1,707,1900,1992,360000,84453
4,SO. JAMAICA-BAISLEY PARK,01 ONE FAMILY DWELLINGS                    ,1,12332,123, ,A1,114-25 168TH STREET, ,11434,1,0,1,3000,1132,1935,450000,71995
3,SUNSET PARK,04 TAX CLASS 1 CONDOS                      , ,885,1203, , ,288 19TH    STREET, ,0,0,0,0,0,0,0,1760000,47222
4,HOWARD BEACH,01 ONE FAMILY DWELLINGS                    ,1,13982,10, ,A2,158-04 84TH   STREET, ,11414,1,0,1,5000,1554,1950,610000,62989
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5863,20, ,B1,332 68TH STREET, ,11220,2,0,2,2425,2336,1920,200000,25815
5,GREAT KILLS,01 ONE FAMILY DWELLINGS                    ,1,5456,160, ,A2,173 BROOKFIELD AVENUE, ,10308,1,0,1,4000,960,1975,455000,78682
5,NEW DORP,01 ONE FAMILY DWELLINGS                    ,1,4041,12, ,A2,27 WINHAM AVENUE, ,10306,1,0,1,2525,960,1925,435000,80392
4,FOREST HILLS,10 COOPS - ELEVATOR APARTMENTS             ,2,2152,133, ,D4,"65-30 108TH STREET, 6F", ,11375,0,0,0, -  , -  ,1950,228000,60510
3,PROSPECT HEIGHTS,13 CONDOS - ELEVATOR APARTMENTS            ,2,1129,1013, ,R4,550 VANDERBILT AVENUE,206,11238,1,0,1,0,0,2015,893000,45485
3,SHEEPSHEAD BAY,01 ONE FAMILY DWELLINGS                    ,1,7385,49, ,A5,2705 AVENUE W, ,11229,1,0,1,2200,1809,1950,735000,45871
3,OCEAN PARKWAY-NORTH,07 RENTALS - WALKUP APARTMENTS             ,2A,5377,25, ,C3,346 EAST 9TH   STREET, ,11218,4,0,4,2000,2800,1930,400000,43514
4,FLUSHING-SOUTH,12 CONDOS - WALKUP APARTMENTS              ,2,6548,1300, ,R2,7021A PARK DRIVE EAST,A,11367,1,0,1, -  , -  ,1950,350000,59931
5,CASTLETON CORNERS,01 ONE FAMILY DWELLINGS                    ,1,354,114, ,A5,209 EGBERT AVENUE, ,10310,1,0,1,2134,2040,1996,483000,77117
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5907,362, ,D4,"640 WEST 239TH STREET, 6CD", ,10463,0,0,0,0,0,1953,683000,23056
4,WOODHAVEN,12 CONDOS - WALKUP APARTMENTS              ,2,9177,1006, ,R2,84-10 101ST STREET,1F,11418,1,0,1, -  , -  ,1890,295000,75683
1,CIVIC CENTER,13 CONDOS - ELEVATOR APARTMENTS            ,2,136,1410, ,R4,85 WEST BROADWAY,11W,10007,1,0,1, -  , -  ,0,2200000,1280
4,BELLEROSE,01 ONE FAMILY DWELLINGS                    ,1,8618,23, ,A2,85-03 250TH   STREET, ,11426,1,0,1,4000,1071,1945,297500,52398
1,TRIBECA,13 CONDOS - ELEVATOR APARTMENTS            ,2,218,1162, ,R4,416 WASHINGTON STREET,5I,10013,1,0,1, -  , -  ,2004,3500000,11532
3,BOROUGH PARK,02 TWO FAMILY DWELLINGS                    ,1,5729,40, ,B1,923 63RD   STREET, ,11219,2,0,2,2500,2360,1925,1350000,29364
3,DYKER HEIGHTS,02 TWO FAMILY DWELLINGS                    ,1,5775,15, ,B1,1332 OVINGTON AVE, ,11219,2,0,2,1875,2375,1925,1280000,35994
3,BENSONHURST,01 ONE FAMILY DWELLINGS                    ,1,6174,7, ,A9,2004 70TH STREET, ,11204,1,0,1,2000,1312,1920,725000,27920
3,CARROLL GARDENS,01 ONE FAMILY DWELLINGS                    ,1,409,49, ,A9,99 DOUGLASS STREET,3,11231,1,0,1,2000,2280,1910,1700000,32917
3,CONEY ISLAND,13 CONDOS - ELEVATOR APARTMENTS            ,2,7066,1009, ,R4,3030 WEST 32ND   STREET,9,11224,1,0,1,0,0,2012,499000,33881
1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1450,23, ,D4,"370 EAST 76TH STREET, A1402", ,10021,0,0,0, -  , -  ,1966,4000000,12541
3,PARK SLOPE,02 TWO FAMILY DWELLINGS                    ,1,955,60, ,B1,629 PRESIDENT STREET, ,11215,2,0,2,1500,1384,1901,1990000,44431
4,OAKLAND GARDENS,01 ONE FAMILY DWELLINGS                    ,1,7832,63, ,A2,224-47 76TH   ROAD, ,11364,1,0,1,4100,1248,1960,10,67713
4,WOODSIDE,10 COOPS - ELEVATOR APARTMENTS             ,2,1111,1, ,D4,"55-23 31ST AVENUE, J5G", ,11377,0,0,0, -  , -  ,1935,378000,75910
3,GREENPOINT,13 CONDOS - ELEVATOR APARTMENTS            ,2,2504,1229, ,R4,1059 MANHATTAN AVENUE,6D,11222,1,0,1,0,0,2007,1119675,40848
1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1516,1, ,D4,"1065 PARK AVENUE, 10C", ,10128,0,0,0, -  , -  ,1973,770000,13873
4,LITTLE NECK,05 TAX CLASS 1 VACANT LAND                 ,1B,8116,146, ,V0,246TH   STREET, ,0,0,0,0,11629, -  ,0,440000,66003
3,CONEY ISLAND,10 COOPS - ELEVATOR APARTMENTS             ,2,7274,1, ,D4,"458 NEPTUNE AVENUE, 3L", ,11224,0,0,0,0,0,1964,350000,33840
2,RIVERDALE,10 COOPS - ELEVATOR APARTMENTS             ,2,5845,1825, ,D4,"5550 FIELDSTON ROAD, 9F", ,10471,0,0,0,0,0,1960,138000,22999
4,FLUSHING-NORTH,43 CONDO OFFICE BUILDINGS                  ,4,4977,1227, ,RB,36-09 MAIN STREET,6A,11354,0,0,1, -  , -  ,0,535730,58884
4,BAYSIDE,02 TWO FAMILY DWELLINGS                    ,1,6029,38, ,B3,202-07 32ND   AVENUE, ,11361,2,0,2,3800,1135,1945,1486645,51309
1,UPPER WEST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1115,1229, ,R4,25 CENTRAL PARK WEST,10E,10023,1,0,1, -  , -  ,1932,3400000,15605
